trial,w_trd,w_vty,w_vol,w_mom,min_total,min_mod,metric,years_used,trades,mean_return_all
227,0.3781988504881564,0.30488920659723007,0.27531054594767757,0.041601396966935975,9.638831809362504,0.8502293607923778,3.129649773456586e-05,5,511,4.2871914704884735e-05
339,0.24491060608560739,0.48282678217942654,0.14438841696415625,0.1278741947708096,9.520923566082148,0.035547778689373755,3.129649773456586e-05,5,509,4.304037016541473e-05
27,0.08754441187007998,0.6059928945377111,0.12248114079240138,0.1839815527998076,8.512578764421459,0.5257888836214752,3.1074536757724965e-05,5,473,4.631617000887125e-05
584,0.4320716399561889,0.14435924201652808,0.12085962493710097,0.3027094930901821,2.2176273663059787,0.4217924852681637,3.085570199182549e-05,5,540,4.056953410036315e-05
126,0.17527296547069213,0.022633384327127283,0.5910036052797275,0.21109004492245306,0.612057778301559,0.35857153688370225,3.085570199182549e-05,5,540,4.056953410036315e-05
194,0.1470053439688859,0.053773885772362834,0.3650355753481046,0.43418519491064655,1.9741018441940061,0.1268634959362086,3.085570199182549e-05,5,540,4.056953410036315e-05
154,0.0003741109659820657,0.2994674239723629,0.6080170445325509,0.09214142052910415,3.246836846092843,0.6505243322919035,3.085570199182549e-05,5,540,4.056953410036315e-05
129,0.24304250992537577,0.34403902610171555,0.012170533305578704,0.40074793066732994,6.622129806615545,0.4045284313725167,3.085570199182549e-05,5,540,4.056953410036315e-05
4,0.26566832691705333,0.4854973385049441,0.042403148095277676,0.20643118648272493,7.870918106860966,0.03700519662279855,3.085570199182549e-05,5,532,4.1179602282323495e-05
98,0.6250428292072934,0.03546758905672036,0.03586697660061636,0.30362260513536987,1.0431515055989282,0.3245542757388187,3.085570199182549e-05,5,540,4.056953410036315e-05
57,0.0006859217458686791,0.4686239844143193,0.20340076346563535,0.32728933037417673,3.376782222540775,0.5275541051210969,3.085570199182549e-05,5,540,4.056953410036315e-05
58,0.21944352380609217,0.02053292091461316,0.28086916861657146,0.47915438666272325,1.6589357627042745,0.6149026161114685,3.085570199182549e-05,5,540,4.056953410036315e-05
156,0.2625058697385988,0.14357053681361726,0.2005925612946194,0.3933310321531647,0.49256446841745904,0.010781792011033131,3.085570199182549e-05,5,540,4.056953410036315e-05
238,0.3379399404156013,0.21248032722652876,0.4033205616015824,0.04625917075628737,0.9261917960088095,0.34184042146926885,3.085570199182549e-05,5,540,4.056953410036315e-05
14,0.04041687328730985,0.7804060243965273,0.15810816987423942,0.021068932441923423,6.799237796337049,0.24101511984220336,3.085570199182549e-05,5,539,4.064480225268293e-05
214,0.26814000446899156,0.016121349213547517,0.2572292061431807,0.45850944017428025,4.441637085913271,0.2863570264424631,3.085570199182549e-05,5,540,4.056953410036315e-05
269,0.08641634240815212,0.2644750282585139,0.0538582403804822,0.5952503889528519,3.9589775449629294,0.8761315806600806,3.085570199182549e-05,5,540,4.056953410036315e-05
63,0.21900118278056144,0.2373369274055434,0.4926239669604538,0.05103792285344141,5.513624868966875,0.48128539344932886,3.085570199182549e-05,5,540,4.056953410036315e-05
160,0.256178614925344,0.222385956097933,0.23323708646399507,0.2881983425127279,2.75872148604976,0.7385770551946491,3.085570199182549e-05,5,540,4.056953410036315e-05
65,0.31620917862598114,0.3122608430310236,0.0006359601722793477,0.3708940181707158,5.440309467578926,0.4572693416826734,3.085570199182549e-05,5,540,4.056953410036315e-05
20,0.31055276071066723,0.3699387183019636,0.3031077052214644,0.016400815765904683,0.5594666670371506,0.2062329178484945,3.085570199182549e-05,5,540,4.056953410036315e-05
66,0.53458689804438,0.2744198203995182,0.07178378204974394,0.11920949950635801,2.1118930553383644,0.41674022155837265,3.085570199182549e-05,5,540,4.056953410036315e-05
255,0.6019995459656021,0.2721602237980895,0.035167786144221704,0.09067244409208672,9.136599633217363,0.4936948970079813,3.085570199182549e-05,5,540,4.056953410036315e-05
256,0.19699156842078924,0.35349023964371334,0.3432431518701928,0.10627504006530474,5.760884515114402,0.5414035683284685,3.085570199182549e-05,5,540,4.056953410036315e-05
201,0.5675408021585403,0.15515873412574255,0.11037552879620736,0.16692493491950963,8.9981585952589,0.20177000078822283,3.085570199182549e-05,5,526,4.1649331585924144e-05
164,0.12374792618156501,0.36165887608449465,0.20477022739569428,0.3098229703382461,6.163494069988764,0.5062375816248899,3.085570199182549e-05,5,540,4.056953410036315e-05
71,0.5537277966082781,0.1720570673373843,0.15935897777477756,0.11485615827956008,2.3959205569651774,0.21148171700856366,3.085570199182549e-05,5,540,4.056953410036315e-05
202,0.04429960348476542,0.7502580431694146,0.12713214028158284,0.07831021306423726,3.8425709899494285,0.5842818601688199,3.085570199182549e-05,5,540,4.056953410036315e-05
257,0.36671686152958205,0.2787360727883285,0.23142201964078074,0.12312504604130865,8.620988728872947,0.523869090463005,3.085570199182549e-05,5,525,4.172866364608781e-05
110,0.42367994338685405,0.2598622008487185,0.25595991155256403,0.060497944211863386,7.006823519947989,0.685979136338678,3.085570199182549e-05,5,540,4.056953410036315e-05
265,0.020385151754383074,0.22152164084847892,0.5485166146529491,0.20957659274418877,1.1301314760308423,0.43804059915447946,3.085570199182549e-05,5,540,4.056953410036315e-05
300,0.08661944788256265,0.2653851745120347,0.3550980398622877,0.292897337743115,2.2338293285105992,0.23012297405484994,3.085570199182549e-05,5,540,4.056953410036315e-05
220,0.3243017020560017,0.13336102962148988,0.43691765377299047,0.10541961454951787,8.068070532383686,0.1533350530988148,3.085570199182549e-05,5,525,4.172866364608781e-05
293,0.2824756703506627,0.10939288007591864,0.029801471963341285,0.5783299776100773,4.860254447798749,0.47020982974509185,3.085570199182549e-05,5,540,4.056953410036315e-05
145,0.5357076154469584,0.13727848449935232,0.2769227605581418,0.050091139495547284,4.6149202490839345,0.5639296259694615,3.085570199182549e-05,5,540,4.056953410036315e-05
260,0.3611113779476985,0.20728455493279552,0.32905645804083583,0.10254760907867008,4.023474605956752,0.16650242477475985,3.085570199182549e-05,5,540,4.056953410036315e-05
116,0.12412796873386746,0.46790037092205256,0.06313736376989428,0.34483429657418574,7.735578038474258,0.4570940450112698,3.085570199182549e-05,5,502,4.364053468963366e-05
117,0.09083137924071431,0.40068903414898477,0.29095615067472796,0.21752343593557302,5.992273540407382,0.7949052918979471,3.085570199182549e-05,5,540,4.056953410036315e-05
246,0.40180748455760656,0.19465723507289467,0.3770405653144057,0.026494715055092984,3.437911349217271,0.35746202517721537,3.085570199182549e-05,5,540,4.056953410036315e-05
224,0.40532146846611783,0.44716371666976,0.08792512381093279,0.0595896910531893,4.794832126901421,0.3562942131381214,3.085570199182549e-05,5,540,4.056953410036315e-05
85,0.2697938472837386,0.6764811767121853,0.020429549562374996,0.03329542644170102,5.890670306050745,0.7165791390195347,3.085570199182549e-05,5,540,4.056953410036315e-05
86,0.14181736422325142,0.11064027483411387,0.23980302544571094,0.5077393354969238,2.357822970046036,0.6995351194799898,3.085570199182549e-05,5,540,4.056953410036315e-05
43,0.04532528058155989,0.2294111335101831,0.24181152371420392,0.4834520621940532,2.1831521455813663,0.6900504177167882,3.085570199182549e-05,5,540,4.056953410036315e-05
149,0.02109908674373214,0.33884066157344767,0.5067167766975583,0.13334347498526206,4.5749718010806,0.5773438520949159,3.085570199182549e-05,5,540,4.056953410036315e-05
121,0.31037807695250447,0.4137430638973179,0.14163122359609948,0.13424763555407815,6.041479440817729,0.9741359324745563,3.085570199182549e-05,5,540,4.056953410036315e-05
225,0.14559172257419448,0.39544369286275144,0.01184865267117951,0.4471159318918747,1.9828300442042368,0.6562394327923876,3.085570199182549e-05,5,540,4.056953410036315e-05
237,0.0225111412118655,0.6627761837169049,0.014868569238789013,0.2998441058324405,3.450945565182104,0.9155899185946309,3.085570199182549e-05,5,540,4.056953410036315e-05
