"market_level","tp_0.1","tp_0.15","tp_0.2","tp_0.25","tp_0.3","tp_0.33","tp_0.35","tp_0.4","tp_0.45","tp_0.5","tp_0.55","tp_0.6","tp_0.65","tp_0.7","tp_0.75","tp_0.8","tp_0.85","tp_0.9","tp_0.95"
"1",,,,,,,,,,,,,,,,,,,
"2",,,,,,,,,,,,,,,,,,,
"3","0.273692","0.313692","0.353692","0.393692","0.433692","0.454131","0.467981","0.497254","0.510896","0.522822","0.525027","0.526959","0.529232","0.531681","0.532773","0.532118","0.536592","0.536656","0.53482"
"4",,,,,,,,,,,,,,,,,,,
"5","26.171396","26.210458","26.249521","26.288583","26.327646","26.755849","27.190024","27.799605","27.971374","28.296415","28.791548","29.12299","29.802821","30.161799","31.068144","31.075575","31.093291","31.280532","31.281075"
"6",,,,,,,,,,,,,,,,,,,
"7",,,,,,,,,,,,,,,,,,,
"8",,,,,,,,,,,,,,,,,,,
"9",,,,,,,,,,,,,,,,,,,
