date,equity,drawdown,equity_norm_100,log10_equity
2020-12-23,44467.70138427862,0.0,3585927.9110328453,4.648044680563737
2020-12-23,61235.82395984286,0.0,4938129.101728847,4.787005565876056
2020-12-25,73550.90237252982,0.0,5931231.556586682,4.866588005316523
2020-12-29,99424.8678529961,0.0,8017738.663929703,4.997495022431438
2020-12-30,211159.8938428209,0.0,17028183.00586616,5.324611434994536
2020-12-30,462631.9377351475,0.0,37307185.35962363,5.665235610932132
2020-12-30,464268.93270026473,0.0,37439194.56524696,5.666769623127161
2020-12-31,806128.5329405429,0.0,65007156.119237944,5.906404293289446
2020-12-31,1466029.927879505,0.0,118222383.28359392,6.166142836185229
2021-01-04,1750992.9630259518,0.0,141202138.69108954,6.243284400723572
2021-01-05,2065770.6600609545,0.0,166586183.6142555,6.315082104889985
2021-01-05,3139199.59981369,0.0,253148759.9504052,6.496818930335839
2021-01-07,5249852.839457212,0.0,423354327.7431553,6.720147129709303
2021-01-07,6596696.881963964,0.0,531965420.59224033,6.819326528719705
2021-01-07,10488698.66629405,0.0,845821037.0004485,7.020721608583833
2021-01-11,20850438.41908163,0.0,1681403957.4055958,7.319115191251556
2021-01-11,34280947.22376433,0.0,2764456035.2697144,7.5350528134953425
2021-01-11,52751053.92289813,0.0,4253907234.013143,7.722231140904832
2021-01-12,52164348.78736737,-0.0111221500216525,4206594639.578256,7.717373790078708
2021-01-12,66383190.93018787,0.0,5353218848.054583,7.822058124391741
2021-01-12,72779795.31158966,0.0,5869048573.294512,7.862010829827131
2021-01-12,109022553.78376204,0.0,8791707382.551815,8.037516350881972
2021-01-15,135851943.16529042,0.0,10955261000.666307,8.133065854751905
2021-01-15,239286558.89354268,0.0,19296350464.715607,8.378918304287026
2021-01-16,400622149.47269696,0.0,32306642863.263035,8.602734956759473
2021-01-17,445256795.07198673,0.0,35906033352.786736,8.648610555961783
2021-01-18,586169185.705696,0.0,47269374808.579384,8.76802298430077
2021-01-20,701274612.1314116,0.0,56551612218.70198,8.845888116653219
2021-01-21,903300728.7379452,0.0,72843236650.476,8.955832360599675
2021-01-21,1026535553.7333792,0.0,82781038353.8627,9.01137399561876
2021-01-21,1239045870.2077692,0.0,99918121034.22263,9.093087384511145
2021-01-21,2920382564.071614,0.0,235503095986.43884,9.465439746853365
2021-01-21,4232892796.721639,0.0,341345469895.1547,9.62663726956501
2021-01-25,6628004647.075642,0.0,534490115713.6688,9.821382804243166
2021-01-30,9141654179.827135,0.0,737193780113.8942,9.961024788312587
2021-01-30,23429950289.74983,0.0,1889418838452.2678,10.36977136717527
2021-01-31,42950489713.314674,0.0,3463578171593.0215,10.632968119938573
2021-02-01,79788280749.23332,0.0,6434221108922.785,10.901939107143953
2021-02-01,176062572809.1691,0.0,14197893623254.889,11.245667043928648
2021-02-01,275357756779.85864,0.0,22205174425889.82,11.439897314989233
2021-02-02,476029838848.8176,0.0,38387607914807.77,11.677634176336525
2021-02-02,556764119309.8756,0.0,44898115556761.484,11.745671239375792
2021-02-02,1675198264634.2285,0.0,135089964775860.19,12.224066214442116
2021-02-03,2887453155574.656,0.0,232847629628899.8,12.460514947206535
2021-02-05,6962782434282.591,0.0,561486991508189.6,12.842782825009454
2021-02-05,10725121150297.557,0.0,864886425086454.2,13.030402206647768
2021-02-06,16166406636257.818,0.0,1303678107332059.0,13.208613498479721
2021-02-06,31132810902587.28,0.0,2510586607563333.5,13.493218333800778
2021-02-06,55541972190450.34,0.0,4478970176361794.5,13.744621296664205
2021-02-06,132931115260122.84,0.0,1.0719721991848392e+16,14.123626648392932
2021-02-06,176923004149724.53,0.0,1.4267279821856916e+16,14.247784305073393
2021-02-07,271541105057633.75,0.0,2.1897395127402028e+16,14.433835581064729
2021-02-07,305602527827537.0,0.0,2.464414845167591e+16,14.4851569422368
2021-02-07,495446518803316.56,0.0,3.995339189781002e+16,14.694996781238727
2021-02-07,745918695236996.1,0.0,6.015176375986945e+16,14.872691492172063
2021-02-07,1113835121760269.2,0.0,8.982097853209312e+16,15.046820908064598
2021-02-07,1379375686737816.5,0.0,1.1123448302686486e+17,15.139682566724213
2021-02-07,1690182824686772.5,0.0,1.3629833738011542e+17,15.227933684174731
2021-02-08,2323913165637824.5,0.0,1.8740309986932688e+17,15.366219896356467
2021-02-08,3231350321429010.0,0.0,2.605799028783152e+17,15.50938404387839
2021-02-08,5930736903659022.0,0.0,4.782616221161892e+17,15.773108658509232
2021-02-08,8279220337248186.0,0.0,6.676460973857614e+17,15.917989440749412
2021-02-08,1.666625707505747e+16,0.0,1.3439866365349512e+18,16.221838076482666
2021-02-08,3.605738394488459e+16,0.0,2.907709988636887e+18,16.556994214357687
2021-02-08,5.851472093660152e+16,0.0,4.718696143062655e+18,16.76726513817234
2021-02-08,9.074351978549088e+16,0.0,7.317664511869659e+18,16.95781562079477
2021-02-09,1.3531418470469027e+17,0.0,1.0911895523854369e+19,17.13134332517172
2021-02-09,1.574980403823165e+17,0.0,1.2700827822406885e+19,17.19727515459266
2021-02-09,1.9035318480211888e+17,0.0,1.5350305437133283e+19,17.279560147398957
2021-02-10,2.3747661340620365e+17,0.0,1.915039432490057e+19,17.375620846934645
2021-02-10,3.760357111702928e+17,0.0,3.0323963466827026e+19,17.575229090746127
2021-02-10,4.1992908255424186e+17,0.0,3.3863576728930136e+19,17.62317595312199
2021-02-10,4.7771986819111546e+17,0.0,3.852389387518694e+19,17.67917330380446
2021-02-10,9.8977977491707e+17,0.0,7.981700897869577e+19,17.995538575226142
2021-02-10,1.4056202129650335e+18,0.0,1.133508725900835e+20,18.147867993732017
2021-02-10,1.851423917767614e+18,0.0,1.4930100938889288e+20,18.267505869897423
2021-02-11,8.739017047398975e+18,0.0,7.047246466474445e+20,18.94146258653626
2021-02-12,1.192710511279802e+19,0.0,9.618158301505112e+20,19.07653504667957
2021-02-12,1.635068338782544e+19,0.0,1.3185384020230375e+21,19.21353590900604
2021-02-14,1.5364451784802058e+19,-0.0603174546060698,1.2390075218126528e+21,19.186517068915023
2021-02-14,1.8996110601337524e+19,0.0,1.5318687740960286e+21,19.278664689516567
2021-02-14,2.853226582813841e+19,0.0,2.3008755841448361e+21,19.455336261582904
2021-02-14,2.845031120405436e+19,-0.0028723489602155,2.2942666665531322e+21,19.454087021292228
2021-02-15,2.7313702317745115e+19,-0.0427082629095495,2.2026091847750147e+21,19.4363805718786
2021-02-15,2.793371945655827e+19,-0.0209778772981237,2.2526080984623968e+21,19.446128767133537
2021-02-15,4.800449224152981e+19,0.0,3.871138899136376e+21,19.68128188038434
2021-02-15,5.940425042323581e+19,0.0,4.790428850499976e+21,19.77381752022221
2021-02-15,1.4187272618453348e+20,0.0,1.1440784047796631e+22,20.15189891409016
2021-02-16,1.7229010010347068e+20,0.0,1.3893676972790554e+22,20.23626032333336
2021-02-16,2.7321501328665916e+20,0.0,2.2032381062184165e+22,20.436504560340403
2021-02-16,2.519712354933853e+20,-0.0777547966259991,2.031925775350752e+22,20.401350965466005
2021-02-16,4.076404105334149e+20,0.0,3.287260371667115e+22,20.61027723029452
2021-02-16,6.787245274415588e+20,0.0,5.473314678045726e+22,20.831693543813614
2021-02-16,9.28065061187617e+20,0.0,7.484026164086083e+22,20.967578423120074
2021-02-18,1.0068144323264488e+21,0.0,8.119070385289878e+22,21.00294943237773
2021-02-19,9.904572914322894e+20,-0.0162464306916646,7.98716447099452e+22,20.995835753478627
2021-02-19,1.21813232564904e+21,0.0,9.82316281232513e+22,21.0856944682457
2021-02-20,1.682525202316807e+21,0.0,1.3568081767629017e+23,21.225961578182876
2021-02-22,1.7078609271336243e+21,0.0,1.3772392042139841e+23,21.23245250274787
2021-02-23,2.4980605984189574e+21,0.0,2.014465543408765e+23,21.39760296936228
2021-02-24,3.251179967069924e+21,0.0,2.6217898890156495e+23,21.51204101026578
2021-02-26,5.785206981588091e+21,0.0,4.665259174766621e+23,21.762318901637553
2021-02-27,1.7726225842974895e+22,0.0,1.429463768731445e+24,22.248616278181267
2021-02-28,2.5449467327503342e+22,0.0,2.0522750753848792e+24,22.405678696725943
2021-02-28,1.3311836690239727e+23,0.0,1.0734822185236306e+25,23.124237981049806
2021-02-28,2.0094749648606345e+23,0.0,1.6204643232499285e+25,23.30308259988331
2021-02-28,3.3241047737662475e+23,0.0,2.6805973136403627e+25,23.52167470402646
2021-02-28,7.718335054123289e+23,0.0,6.22415646316028e+25,23.887523627435492
2021-02-28,1.0890968701288194e+24,0.0,8.782605672966478e+25,24.03706650995906
2021-02-28,1.2435437048775053e+24,0.0,1.002808317293862e+26,24.094661053340243
2021-02-28,1.8736856267327568e+24,0.0,1.5109621986841676e+26,24.27269672527729
2021-03-01,3.747242612604005e+24,0.0,3.0218206598596662e+26,24.573711812096782
2021-03-02,7.165806547732971e+24,0.0,5.7785909558307684e+26,24.855265079522788
2021-03-05,3.805156666413025e+25,0.0,3.068523236230805e+27,25.580372542304488
2021-03-05,7.41502502808387e+25,0.0,5.979563679136731e+27,25.87011262124982
2021-03-06,9.796658575579448e+25,0.0,7.900141074854328e+27,25.991077972668094
2021-03-06,2.8762063366376023e+26,0.0,2.3194067287869164e+28,26.458820038751437
2021-03-06,5.306598194859194e+26,0.0,4.279303401616742e+28,26.724816204953346
2021-03-06,1.0327750383395794e+27,0.0,8.328419775503074e+28,27.014005732702994
2021-03-06,1.6873779180055068e+27,0.0,1.3607214639557872e+29,27.227212361381884
2021-03-07,2.7749012833362434e+27,0.0,2.2377131384160755e+29,27.443247537777644
2021-03-07,6.665822494415477e+27,0.0,5.375397915478023e+29,27.823853744559692
2021-03-08,9.501532513580108e+27,0.0,7.662147936002588e+29,27.97779365881661
2021-03-08,1.175148770863533e+28,0.0,9.476538354522025e+29,28.07009285067173
2021-03-09,1.9233512936783475e+28,0.0,1.5510131785585673e+30,28.28405861391734
2021-03-09,4.275282304343194e+28,0.0,3.4476380980891544e+30,28.630964797232735
2021-03-10,7.011799713085091e+28,0.0,5.654398027106798e+30,28.845829502295654
2021-03-10,1.4126832529203763e+29,0.0,1.1392044446639278e+31,29.150044796718003
2021-03-10,2.0232013048359696e+29,0.0,1.6315334057753593e+31,29.306039096428716
2021-03-10,2.560472151343744e+29,0.0,2.064794956136858e+31,29.408320056646293
2021-03-11,3.159913772230156e+29,0.0,2.548191752565675e+31,29.499675231746387
2021-03-11,3.713919607631521e+29,0.0,2.9949485954420166e+31,29.56983249866604
2021-03-11,5.672583424587263e+29,0.0,4.574438209455414e+31,29.753780891612326
2021-03-11,1.710400681887317e+30,0.0,1.3792872924161922e+32,30.233097861005394
2021-03-14,2.355460253608344e+30,0.0,1.8994709426849073e+32,30.372075780285478
2021-03-14,3.0392048256802776e+30,0.0,2.4508506337153955e+32,30.4827599701244
2021-03-16,3.905068344737551e+30,0.0,3.1490931925786538e+32,30.591628639105164
2021-03-16,4.2427011011926855e+30,0.0,3.421364231413926e+32,30.627642436745376
2021-03-16,8.571934474522895e+30,0.0,6.912509108150963e+32,30.93307884255389
2021-03-17,1.546132894105575e+31,0.0,1.2468198100069425e+33,31.189246819916246
2021-03-18,1.7500654292562342e+31,0.0,1.4112734127341974e+33,31.243054285848437
2021-03-20,4.154077096214957e+31,0.0,3.349896788046254e+33,31.618474552418153
2021-03-20,5.274743745207968e+31,0.0,4.253615597538947e+33,31.72220136581894
2021-03-20,6.8008004569288685e+31,0.0,5.484245737174116e+33,31.8325600323486
2021-03-20,1.0705230791796086e+32,0.0,8.632824431064886e+33,32.029596034593844
2021-03-24,2.161868993947947e+32,0.0,1.743356666538927e+34,32.33482937281371
2021-03-24,3.639004840506682e+32,0.0,2.9345364432464313e+34,32.5609826332735
2021-03-24,6.958160740791214e+32,0.0,5.6111429269149695e+34,32.84249445718425
2021-03-24,1.256206119124339e+33,0.0,1.0130194375576213e+35,33.09906090457152
2021-03-24,1.768717729189347e+33,0.0,1.4263148474953727e+35,33.247658529101386
2021-03-25,2.5984276885373454e+33,0.0,2.0954027492009945e+35,33.41471063537624
2021-03-25,3.0168801314623664e+33,0.0,2.432847736869105e+35,33.47955805486222
2021-03-25,4.145113005243612e+33,0.0,3.3426680393116614e+35,33.617536374906734
2021-03-25,4.8819709564859126e+33,0.0,3.9368789860372386e+35,33.68859519141148
2021-03-25,6.958026444883428e+33,0.0,5.6110346291102536e+35,33.84248607500731
2021-03-25,1.2047470833549058e+34,0.0,9.71522263902118e+35,34.080895883564736
2021-03-27,1.300974756522208e+34,0.0,1.0491213950203214e+36,34.114268869805656
2021-03-28,1.3790743816688434e+34,0.0,1.1121018543056617e+36,34.139587690887346
2021-03-28,3.674900647902677e+34,0.0,2.9634832458971896e+36,34.56524560229072
2021-03-28,4.119817900021858e+34,0.0,3.322269767981345e+36,34.614878020216764
2021-03-28,6.762672714938247e+34,0.0,5.453499076129666e+36,34.83011836989825
2021-03-30,1.1337662243515943e+35,0.0,9.142824616354214e+36,35.054523514926764
2021-04-01,1.6287413744668865e+35,0.0,1.3134362633413993e+37,35.21185212877813
2021-04-01,1.6384109284744766e+35,0.0,1.3212339057928069e+37,35.21442283612211
2021-04-03,2.401829207323468e+35,0.0,1.9368634141094004e+37,35.3805421217371
2021-04-03,3.25113752572978e+35,0.0,2.6217556638181545e+37,35.51203534089025
2021-04-05,3.8333116220729975e+35,0.0,3.091227724700425e+37,35.58357412586684
2021-04-07,5.407203932452912e+35,0.0,4.360433055549092e+37,35.732972749281345
2021-04-07,8.696199975343016e+35,0.0,7.012718274331721e+37,35.93932951810554
2021-04-07,1.1907623601228969e+36,0.0,9.602448180696108e+37,36.075825098187245
2021-04-08,1.4014683154334024e+36,0.0,1.130160586739388e+38,36.14658328362468
2021-04-11,1.6477212009323918e+36,0.0,1.3287418193630735e+38,36.21688372972781
2021-04-11,2.0966620703906552e+36,0.0,1.690773033947712e+38,36.32152843867179
2021-04-12,2.7553152675573343e+36,0.0,2.2219187441791045e+38,36.44017129869667
2021-04-12,3.478332035386799e+36,0.0,2.8049679972761096e+38,36.541371036623985
2021-04-13,5.364871030000557e+36,0.0,4.326295303487862e+38,36.72955928610955
2021-04-13,6.488386621865786e+36,0.0,5.232311534129928e+38,36.812136720170464
2021-04-13,9.47552104161268e+36,0.0,7.641171978075508e+38,36.97660310035785
2021-04-13,1.4799978057419644e+37,0.0,1.193487694363668e+39,37.17026107150654
2021-04-13,1.595830401634869e+37,0.0,1.286896466503756e+39,37.20298673441578
2021-04-14,3.731921639642607e+37,0.0,3.009465646477778e+39,37.57193251614946
2021-04-14,4.258414098789298e+37,0.0,3.434035378087499e+39,37.629247891032506
2021-04-18,5.087242220253168e+37,0.0,4.102412155317769e+39,37.70648241630542
2021-04-23,1.0985867615154343e+38,0.0,8.859133276905019e+39,38.040834361265134
2021-04-23,1.657689667909116e+38,0.0,1.3367805087599316e+40,38.21950323059945
2021-04-24,2.3206487797994376e+38,0.0,1.8713985594337953e+40,38.365609416829436
2021-04-24,3.3410195741529016e+38,0.0,2.694237608264968e+40,38.52387902006246
2021-04-24,4.161753273814515e+38,0.0,3.356086948240599e+40,38.61927632984076
2021-04-24,5.9001010775920274e+38,0.0,4.757911129522048e+40,38.77085945182256
2021-04-24,8.308868581445345e+38,0.0,6.700369667824263e+40,38.919541889934735
2021-04-24,1.1228486279804844e+39,0.0,9.05478383095307e+40,39.05032121266055
2021-04-24,2.0417509787942073e+39,0.0,1.64649208173942e+41,39.310002772456855
2021-04-24,2.7066505026596143e+39,0.0,2.1826749035266436e+41,39.43243218094022
2021-04-24,6.666466649060624e+39,0.0,5.375917369384824e+41,39.82389571076746
2021-04-24,9.858946798427741e+39,0.0,7.950371032753456e+41,39.99383052304855
2021-04-24,1.4182012155318315e+40,0.0,1.1436541948251647e+42,40.1517378532699
2021-04-24,1.8445109704799732e+40,0.0,1.487435411624148e+42,40.26588124259603
2021-04-25,2.2612471105648213e+40,0.0,1.823496352429756e+42,40.35434802492412
2021-04-25,2.5946486348625583e+40,0.0,2.0923552757252232e+42,40.41407855437251
2021-04-25,3.0231786412794735e+40,0.0,2.4379269295073517e+42,40.48046381063454
2021-04-26,4.884894045893869e+40,0.0,3.939236199827952e+42,40.68885514824258
2021-04-28,6.608038242921674e+40,0.0,5.3288000132255285e+42,40.82007254772664
2021-04-29,1.0035481659850345e+41,0.0,8.092730828096833e+42,41.00153822158635
2021-04-30,1.6947832012973405e+41,0.0,1.3666931717838605e+43,41.22911415062042
2021-04-30,2.3052302065460653e+41,0.0,1.8589648400247863e+43,41.3627143017172
2021-05-03,2.4638093840065187e+41,0.0,1.986844959945965e+43,41.3916071050036
2021-05-04,3.016831358236163e+41,0.0,2.432808405563976e+43,41.479551033663725
2021-05-06,2.7109816838533628e+41,-0.1013810976035533,2.1861676191487497e+43,41.43312658337603
2021-05-07,2.646183007978186e+41,-0.1228601490255929,2.1339132023056705e+43,41.42261987636193
2021-05-08,2.627146514077482e+41,-0.1291702445000163,2.1185619489955825e+43,41.41948429375334
2021-05-11,4.077234618598839e+41,0.0,3.287930107363727e+43,41.61036570302221
2021-05-12,3.27147350392399e+41,-0.1976244170495522,2.638154836596299e+43,41.51474340724291
2021-05-12,2.827895471080156e+41,-0.3064182624712493,2.280448276738426e+43,41.4514633523766
2021-05-15,2.3256086917537938e+41,-0.4296112661397444,1.8753982909602103e+43,41.36653664190206
2021-05-19,2.7294974197164535e+41,-0.3305517893756974,2.2010989270324182e+43,41.436082688089336
2021-05-20,2.7160188203814534e+41,-0.3338576082936266,2.1902296254826658e+43,41.43393277501917
2021-05-22,3.659608584297753e+41,-0.1024287472680699,2.95115154536149e+43,41.563434637643056
2021-05-23,4.614417075478783e+41,0.0,3.7211203792863553e+43,41.66411684579687
2021-05-23,6.40378997941287e+41,0.0,5.164091803424704e+43,41.80643708023075
2021-05-23,9.755689688848336e+41,0.0,7.867103281165947e+43,41.98925797772573
2021-05-23,1.1523632839580482e+42,0.0,9.292793499453492e+43,42.061589412547946
2021-05-23,1.52951041464691e+42,0.0,1.233415246428023e+44,42.18455243850166
2021-05-23,1.8161009171398197e+42,0.0,1.464525209375105e+44,42.2591399777419
2021-05-23,2.2792715319312693e+42,0.0,1.838031458505874e+44,42.3577960662049
2021-05-23,2.6145176548446477e+42,0.0,2.1083778878910577e+44,42.41739157880125
2021-05-23,3.591448311385105e+42,0.0,2.8961862970009137e+44,42.55526962038876
2021-05-23,5.207181705077298e+42,0.0,4.19913277115284e+44,42.7166027326854
2021-05-23,7.290716213000836e+42,0.0,5.879319583823258e+44,42.86277019389761
2021-05-30,8.871292736493159e+42,0.0,7.153915142998759e+44,42.94798691040867
2021-07-01,2.720021627321144e+43,0.0,2.1934575362315195e+45,43.434572357191875
2021-07-04,4.286712063418517e+43,0.0,3.45685519067741e+45,43.632124313119185
2021-07-05,1.2385406766019487e+44,0.0,9.987738162572629e+45,44.092910274412915
2021-07-12,1.3034488243554563e+44,0.0,1.0511165125147845e+46,44.115093984690134
2021-07-12,1.3947132643794831e+44,0.0,1.1247132338606387e+46,44.144484931267286
2021-07-19,3.778638496336216e+44,0.0,3.047138670969339e+46,44.577335344799735
2021-07-22,4.657977501257743e+44,0.0,3.7562480206428017e+46,44.668197386495095
2021-07-23,8.6655803207953e+44,0.0,6.988026223595845e+46,44.937797652067815
2021-08-01,9.668316905799623e+44,0.0,7.796644837926115e+46,44.9853508771705
2021-08-05,1.1255805412562111e+45,0.0,9.07681430197133e+46,45.051376576521484
2021-08-07,1.8145534897884314e+45,0.0,1.4632773456994708e+47,45.258769774949116
2021-08-08,2.2149765278882892e+45,0.0,1.7861832085715509e+47,45.34536912836378
2021-08-08,3.924606503345996e+45,0.0,3.164848994228654e+47,45.593796119172374
2021-08-12,7.043031636338054e+45,0.0,5.6795838185512895e+47,45.847759639188325
2021-08-12,1.2108845860859757e+46,0.0,9.764716185263184e+47,46.08310275089313
2021-08-12,1.5635949837577722e+46,0.0,1.2609014451532355e+48,46.194124268482
2021-08-13,2.5946741273138123e+46,0.0,2.0923758331387226e+48,46.41408282129959
2021-08-14,4.690331234299669e+46,0.0,3.782338452738346e+48,46.67120351396219
2021-08-19,6.538811172094371e+46,0.0,5.272974486438474e+48,46.815498795980055
2021-08-24,1.3386275782431076e+47,0.0,1.0794850747552612e+49,47.126659768041925
2021-08-25,2.7271138328950543e+47,0.0,2.1991767744935762e+49,47.435703266275475
2021-08-26,4.0978567276239964e+47,0.0,3.3045600194202603e+49,47.61255677019743
2021-08-26,5.994336561679939e+47,0.0,4.833903735859015e+49,47.7777411234573
2021-08-28,6.739193336778801e+47,0.0,5.434565028527777e+49,47.82860791577098
2021-08-29,7.462614615607376e+47,0.0,6.01794048406765e+49,47.87289101436102
2021-08-31,1.2946016754554516e+48,0.0,1.0439820672464248e+50,48.11213616474014
2021-08-31,1.7092889618509468e+48,0.0,1.3783907882606875e+50,48.23281548807421
2021-09-01,2.2662869463022946e+48,0.0,1.8275605354379689e+50,48.35531489727761
2021-09-05,2.521897731249708e+48,0.0,2.0336880885990606e+50,48.40172747095456
2021-09-07,2.8336479190429015e+48,0.0,2.2850871186538446e+50,48.452345888142986
2021-09-07,4.787217019394758e+48,0.0,3.8604682930807665e+50,48.68008311584402
2021-09-13,5.4067111750685706e+48,0.0,4.360035690179875e+50,48.73293317031092
2021-09-14,5.628325960052256e+48,0.0,4.53874846782111e+50,48.750379241312935
2021-09-14,1.1394921536222863e+49,0.0,9.188999185646508e+50,49.056711339037875
2021-09-20,1.2366622817187919e+49,0.0,9.972590564586298e+50,49.09225111497999
2021-09-28,2.2331801567453707e+49,0.0,1.800862829682745e+51,49.348923760207285
2021-09-28,2.814416486979538e+49,0.0,2.269578664909139e+51,49.44938836623763
2021-09-29,4.3274761499313607e+49,0.0,3.489727831053161e+51,49.6362346830219
2021-10-15,5.101258239225054e+49,0.0,4.1137148384041985e+51,49.70767730922648
2021-10-24,6.317902166948255e+49,0.0,5.094830857986382e+51,49.800572896548005
2021-10-26,2.240595073955585e+50,0.0,1.8068423064162792e+52,50.35036337682226
2021-10-26,7.259617351973306e+50,0.0,5.854241095327475e+52,50.86091373002432
2021-10-27,8.870873638980418e+50,0.0,7.15357717781918e+52,50.947966392988945
2021-10-30,1.2511199127660044e+51,0.0,1.0089178607335777e+53,51.09729893635756
2021-11-03,2.2232114014371474e+51,0.0,1.7928239077719634e+53,51.34698076099518
2021-11-05,4.019187235607138e+51,0.0,3.241120012766405e+53,51.60413823846297
2021-11-14,7.603202723158773e+51,0.0,6.131312392921494e+53,51.88099657017575
2021-11-15,1.4563510207861956e+52,0.0,1.174418647945842e+54,52.163266064549205
2021-11-16,8.522980261229519e+52,0.0,6.873031852896786e+54,52.930591482640764
2021-11-16,9.591169760189059e+52,0.0,7.734432469377817e+54,52.981871577912514
2021-11-18,1.2346799931265666e+53,0.0,9.95660515547069e+54,53.09155441085241
2021-11-19,1.4689600967034992e+53,0.0,1.1845867555512819e+55,53.16700999863787
2021-11-21,2.522870020514385e+53,0.0,2.0344721541350036e+55,53.40189487603185
2021-11-22,4.163973672778127e+53,0.0,3.3578775041653226e+55,53.61950797496834
2021-11-22,6.908555831747083e+53,0.0,5.571140942929244e+55,53.83938727170804
2021-11-22,7.683765025860517e+53,0.0,6.196278784446602e+55,53.885574075407185
2021-11-26,1.0247246870786349e+54,0.0,8.263500793002114e+55,54.01060719910579
2021-11-27,1.3295186702930295e+54,0.0,1.0721395439001938e+56,54.12369444046285
2022-03-19,1.854380147751497e+54,0.0,1.4953940326311247e+56,54.26819876926225
2022-03-20,1.9662695083071502e+54,0.0,1.5856229332655046e+56,54.29364304449752
2022-03-27,2.8998645784890522e+54,0.0,2.3384850141806096e+56,54.46237771714441
2022-03-31,3.401941156961638e+54,0.0,2.7433654915099926e+56,54.53172679739299
2022-04-01,4.255413009892832e+54,0.0,3.431615264588866e+56,54.62894171699707
2022-07-14,7.44086933069354e+54,0.0,6.000404829721133e+56,54.87162367794744
2022-07-25,1.324844620702296e+55,0.0,1.0683703351569489e+57,55.122164946704125
2023-01-05,2.1271230906880722e+55,0.0,1.71533716015228e+57,55.32779262204182
2023-01-20,4.303878695114112e+55,0.0,3.470698565041128e+57,55.63386002223431
2023-01-31,4.704347066473034e+55,0.0,3.793640985188245e+57,55.672499354627156
2023-02-02,4.908336131594024e+55,0.0,3.958140174350622e+57,55.69093429633245
2023-02-14,5.566225619583716e+55,0.0,4.4886700204900064e+57,55.74556080590646
2023-02-18,9.53020798318666e+55,0.0,7.685272173060738e+57,55.979102378598945
2023-02-20,1.113321557004457e+56,0.0,8.977956406418359e+57,56.04662061829996
2023-02-26,1.228142459103643e+56,0.0,9.903885709687922e+57,56.089248745969805
2023-03-10,1.940879857869192e+56,0.0,1.5651484195572178e+58,56.287998653018796
2023-03-11,2.8041815235674494e+56,0.0,2.2613250696421744e+58,56.44780612346438
2023-03-11,3.131962211034642e+56,0.0,2.5256512837922267e+58,56.49581651339927
2023-10-17,4.001889930145858e+56,0.0,3.227171261536104e+58,56.60226513942571
2023-10-21,5.260650139851803e+56,0.0,4.242250347876723e+58,56.72103941995261
2023-10-22,6.652591211487901e+56,0.0,5.364728052797522e+58,56.82299083773291
2023-10-25,1.884841535550051e+57,0.0,1.519958455192946e+59,57.275274843598005
2023-10-27,1.9822602181435565e+57,0.0,1.5985180303662217e+59,57.29716066522788
2023-10-28,3.236014311562725e+57,0.0,2.6095601254615566e+59,57.51001043365067
2023-10-29,7.77828316478842e+57,0.0,6.272499326981837e+59,57.89088374938827
