cap,pf,sharpe,sortino,vol_annual,cagr,mdd,calmar,avg_leverage
6,5.53711071998825,8.662702397160123,21.666087715033832,0.10240114428661334,1.4117122495056798,-0.01977594881780176,71.38531063727753,0.05618916063782239
8,4.325770245914981,7.52579682040454,18.543220124366183,0.10154853376576575,1.1339667604477914,-0.01901673162773798,59.62995022729232,0.05817851189455827
10,3.967272163725299,7.1325200342498825,16.72757252091338,0.10198245759416634,1.056908334251537,-0.019185803198310092,55.08804209691001,0.059285160307844774
12,3.967272163725299,7.1325200342498825,16.72757252091338,0.10198245759416634,1.056908334251537,-0.019185803198310092,55.08804209691001,0.059285160307844774
