date,open,high,low,close,volume
,BAT-USD,BAT-USD,BAT-USD,BAT-USD,BAT-USD
2020-01-01,0.1818159967660904,0.19712600111961365,0.180976003408432,0.1961289942264557,54964262
2020-01-02,0.19612300395965576,0.19644199311733246,0.18337500095367432,0.18382099270820618,52616967
2020-01-03,0.1836490035057068,0.1924169957637787,0.181660994887352,0.1877010017633438,55439573
2020-01-04,0.18758699297904968,0.19092999398708344,0.18493899703025818,0.1898909956216812,43280231
2020-01-05,0.18980300426483154,0.19382399320602417,0.1882230043411255,0.1888979971408844,46686533
2020-01-06,0.1891629993915558,0.19645999372005463,0.18899500370025635,0.19203199446201324,50966011
2020-01-07,0.19197100400924683,0.19726499915122986,0.1918330043554306,0.1933789998292923,57682961
2020-01-08,0.19350799918174744,0.19483399391174316,0.18402199447155,0.18420200049877167,54340205
2020-01-09,0.1841849982738495,0.18896399438381195,0.18226300179958344,0.18636099994182587,50598041
2020-01-10,0.18613000214099884,0.18795199692249298,0.1829870045185089,0.18740899860858917,48947327
2020-01-11,0.18745499849319458,0.19338299334049225,0.18686600029468536,0.18974700570106506,47013777
2020-01-12,0.1896989941596985,0.19259299337863922,0.18886199593544006,0.19130299985408783,42369470
2020-01-13,0.1912200003862381,0.1915840059518814,0.18722699582576752,0.18781399726867676,44799749
2020-01-14,0.1877799928188324,0.2131340056657791,0.18729199469089508,0.2124360054731369,63840081
2020-01-15,0.21240000426769257,0.2372169941663742,0.2114810049533844,0.2197130024433136,92447507
2020-01-16,0.21998299658298492,0.22148500382900238,0.21054700016975403,0.21767300367355347,53452385
2020-01-17,0.21769799292087555,0.23266500234603882,0.21425500512123108,0.22972799837589264,68894095
2020-01-18,0.2296600043773651,0.23168900609016418,0.21928100287914276,0.2246440052986145,59923625
2020-01-19,0.2247990071773529,0.22857899963855743,0.20911100506782532,0.2144549936056137,57775448
2020-01-20,0.21434900164604187,0.2240920066833496,0.2104319930076599,0.22171400487422943,62412074
2020-01-21,0.22179800271987915,0.22441299259662628,0.2141530066728592,0.22027499973773956,55120770
2020-01-22,0.22013700008392334,0.22142300009727478,0.2170889973640442,0.21945799887180328,46002292
2020-01-23,0.21914300322532654,0.21951599419116974,0.20542499423027039,0.20816700160503387,49020267
2020-01-24,0.20824399590492249,0.2082660049200058,0.2007710039615631,0.20724600553512573,44967053
2020-01-25,0.2073490023612976,0.2074040025472641,0.20212799310684204,0.20483599603176117,41628366
2020-01-26,0.2046779990196228,0.21233099699020386,0.20349399745464325,0.21161200106143951,47850762
2020-01-27,0.21176500618457794,0.22804099321365356,0.2116049975156784,0.2268500030040741,60294391
2020-01-28,0.2267650067806244,0.2296929955482483,0.21660000085830688,0.22214700281620026,69251607
2020-01-29,0.22213900089263916,0.22479000687599182,0.2187269926071167,0.2196190059185028,65190942
2020-01-30,0.21948200464248657,0.2235569953918457,0.21633699536323547,0.22329600155353546,60868516
2020-01-31,0.22311200201511383,0.22475799918174744,0.21361500024795532,0.2191530019044876,55872703
2020-02-01,0.21921999752521515,0.2247229963541031,0.21921999752521515,0.22432400286197662,48405258
2020-02-02,0.22403700649738312,0.2298019975423813,0.22073400020599365,0.22338199615478516,52190150
2020-02-03,0.22321699559688568,0.23737800121307373,0.2224539965391159,0.2355870008468628,61713475
2020-02-04,0.2355320006608963,0.25016599893569946,0.23205700516700745,0.24414700269699097,99684052
2020-02-05,0.24420000612735748,0.25233298540115356,0.23934699594974518,0.2516460120677948,88483778
2020-02-06,0.25154900550842285,0.2693150043487549,0.24920299649238586,0.26399898529052734,101385322
2020-02-07,0.2642329931259155,0.2697030007839203,0.2603670060634613,0.26343899965286255,83767322
2020-02-08,0.26337701082229614,0.26371899247169495,0.24965499341487885,0.2561759948730469,73897362
2020-02-09,0.256289005279541,0.27552399039268494,0.2554120123386383,0.2731949985027313,94842470
2020-02-10,0.2734540104866028,0.2741619944572449,0.254040002822876,0.26403099298477173,99786369
2020-02-11,0.2640779912471771,0.2967660129070282,0.261584997177124,0.2920919954776764,145429969
2020-02-12,0.2921299934387207,0.3211059868335724,0.28923299908638,0.3041220009326935,152118324
2020-02-13,0.3040130138397217,0.3160490095615387,0.28575000166893005,0.29538899660110474,122073123
2020-02-14,0.2954989969730377,0.31440699100494385,0.2938860058784485,0.31101998686790466,108778734
2020-02-15,0.31090399622917175,0.32051199674606323,0.2761639952659607,0.2803420126438141,109067086
2020-02-16,0.2804090082645416,0.2890090048313141,0.24004900455474854,0.2642599940299988,91629012
2020-02-17,0.264272004365921,0.26747798919677734,0.24202799797058105,0.2665629982948303,90448602
2020-02-18,0.26686298847198486,0.28773999214172363,0.2631550133228302,0.2815670073032379,88624120
2020-02-19,0.2817870080471039,0.2843570113182068,0.25783801078796387,0.2600420117378235,76438387
2020-02-20,0.25977998971939087,0.26144200563430786,0.24948200583457947,0.2586129903793335,78448273
2020-02-21,0.25836899876594543,0.26934701204299927,0.25458699464797974,0.2664180099964142,74787242
2020-02-22,0.26666098833084106,0.2742759883403778,0.2657560110092163,0.2707909941673279,72174526
2020-02-23,0.2710539996623993,0.28246399760246277,0.2709900140762329,0.2754260003566742,78929420
2020-02-24,0.27525800466537476,0.27662399411201477,0.2524090111255646,0.2565869987010956,78582584
2020-02-25,0.25669801235198975,0.2571049928665161,0.23343400657176971,0.236735999584198,82978285
2020-02-26,0.23631300032138824,0.23813800513744354,0.20810499787330627,0.22002600133419037,82819101
2020-02-27,0.2198520004749298,0.23090499639511108,0.20969800651073456,0.22088199853897095,68848593
2020-02-28,0.22113099694252014,0.22674299776554108,0.21007700264453888,0.2156829982995987,65738481
2020-02-29,0.2155510038137436,0.22153399884700775,0.2141209989786148,0.21426600217819214,60832778
2020-03-01,0.21412700414657593,0.21807800233364105,0.206169992685318,0.2114579975605011,57380522
2020-03-02,0.2112790048122406,0.23028700053691864,0.2094220072031021,0.22745800018310547,65896658
2020-03-03,0.22727499902248383,0.229776993393898,0.22263799607753754,0.22424599528312683,59034937
2020-03-04,0.2244659960269928,0.23304599523544312,0.22368399798870087,0.23214900493621826,66216350
2020-03-05,0.2322549968957901,0.24456100165843964,0.232123002409935,0.2354860007762909,69118218
2020-03-06,0.2355159968137741,0.24637100100517273,0.22759999334812164,0.24168899655342102,92852706
2020-03-07,0.24157899618148804,0.2428639978170395,0.22742700576782227,0.22843900322914124,62240312
2020-03-08,0.22825899720191956,0.22840100526809692,0.1956620067358017,0.1956620067358017,64764865
2020-03-09,0.1954440027475357,0.20173600316047668,0.18222400546073914,0.19449199736118317,75941141
2020-03-10,0.19470299780368805,0.20827899873256683,0.19328999519348145,0.20420800149440765,78666026
2020-03-11,0.20407100021839142,0.2133750021457672,0.18491700291633606,0.19996100664138794,90958123
2020-03-12,0.19996300339698792,0.200531005859375,0.11545199900865555,0.11953999847173691,70920058
2020-03-13,0.11570200324058533,0.146123006939888,0.08883699774742126,0.1330460011959076,78186419
2020-03-14,0.13303999602794647,0.1355140060186386,0.12192899733781815,0.12747299671173096,58627763
2020-03-15,0.12724000215530396,0.1354839950799942,0.1207600012421608,0.12506000697612762,58100255
2020-03-16,0.12501099705696106,0.12501099705696106,0.10294099897146225,0.11180499941110611,60916334
2020-03-17,0.11167699843645096,0.12240500003099442,0.11167699843645096,0.11606699973344803,60846554
2020-03-18,0.11578600108623505,0.11879000067710876,0.11340299993753433,0.11644899845123291,63395292
2020-03-19,0.11632400006055832,0.14445100724697113,0.11632400006055832,0.13792799413204193,74036819
2020-03-20,0.13772299885749817,0.15553399920463562,0.12445399910211563,0.1353289932012558,67120393
2020-03-21,0.13539999723434448,0.13920100033283234,0.12750500440597534,0.1369830071926117,55817412
2020-03-22,0.1369979977607727,0.1394840031862259,0.12403199821710587,0.12460599839687347,48760627
2020-03-23,0.1244020015001297,0.13462600111961365,0.122529998421669,0.1339379996061325,58520042
2020-03-24,0.134225994348526,0.15763700008392334,0.13208100199699402,0.15272599458694458,89185054
2020-03-25,0.1527239978313446,0.16363100707530975,0.14545099437236786,0.1483670026063919,79481758
2020-03-26,0.14830200374126434,0.15411899983882904,0.14671500027179718,0.151761993765831,60899825
