date,open,high,low,close,volume
,OETH-USD,OETH-USD,OETH-USD,OETH-USD,OETH-USD
2023-05-04,1903.74755859375,1915.6925048828125,1868.63427734375,1877.917724609375,180
2023-05-05,1878.394287109375,1912.7421875,1878.1591796875,1910.3714599609375,0
2023-05-06,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0
2023-05-07,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0
2023-05-08,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0
2023-05-09,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0
2023-05-10,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0
2023-05-11,1910.3714599609375,1910.3714599609375,1777.8695068359375,1796.5421142578125,46
2023-05-12,1795.9862060546875,1795.9862060546875,1795.9862060546875,1795.9862060546875,0
2023-05-13,1795.9862060546875,1795.9862060546875,1795.9862060546875,1795.9862060546875,0
2023-05-14,1795.9862060546875,1795.9862060546875,1795.9862060546875,1795.9862060546875,0
2023-05-15,1795.9862060546875,1846.8389892578125,1795.9862060546875,1817.69921875,18
2023-05-16,1818.501953125,1831.1585693359375,1798.3226318359375,1825.8590087890625,8745
2023-05-17,1826.1873779296875,1836.4761962890625,1786.185302734375,1821.5184326171875,5960
2023-05-18,1821.54833984375,1830.39013671875,1776.0977783203125,1803.471923828125,9166
2023-05-19,1803.7073974609375,1827.451171875,1801.0419921875,1812.5186767578125,14339
2023-05-20,1813.0521240234375,1829.6884765625,1808.8328857421875,1821.9625244140625,5071
2023-05-21,1821.966796875,1821.966796875,1799.657470703125,1804.8302001953125,8032
2023-05-22,1804.7838134765625,1822.8802490234375,1797.002197265625,1817.256591796875,0
2023-05-23,1817.256591796875,1860.016845703125,1817.256591796875,1854.4173583984375,16179
2023-05-24,1854.490234375,1854.8050537109375,1781.189697265625,1800.3651123046875,9
2023-05-25,1800.3638916015625,1814.3759765625,1773.0789794921875,1806.90234375,32428
2023-05-26,1806.8836669921875,1837.00146484375,1799.0799560546875,1829.34326171875,231860
2023-05-27,1829.268310546875,1835.142578125,1817.703369140625,1830.77685546875,66884
2023-05-28,1830.8006591796875,1915.213623046875,1826.1334228515625,1911.3624267578125,160451
2023-05-29,1911.3458251953125,1926.0927734375,1878.2237548828125,1893.1981201171875,19
2023-05-30,1891.9049072265625,1891.9049072265625,1891.9049072265625,1891.9049072265625,0
2023-05-31,1891.9049072265625,1906.8699951171875,1852.742431640625,1873.4661865234375,46804
2023-06-01,1873.37255859375,1886.6319580078125,1845.2574462890625,1861.2110595703125,86132
2023-06-02,1861.0078125,1910.1424560546875,1852.3448486328125,1891.6229248046875,3441941
2023-06-03,1891.665283203125,1894.2711181640625,1873.33447265625,1880.8487548828125,52130
2023-06-04,1880.5830078125,1909.87548828125,1875.80615234375,1888.1177978515625,2438862
2023-06-05,1888.6688232421875,1888.6688232421875,1780.813720703125,1811.2738037109375,386141
2023-06-06,1811.242431640625,1893.85986328125,1801.637939453125,1883.0760498046875,50352
2023-06-07,1883.178955078125,1892.581787109375,1824.3787841796875,1833.1251220703125,50087
2023-06-08,1833.1279296875,1852.3367919921875,1828.7059326171875,1839.2752685546875,32967
2023-06-09,1838.7608642578125,1854.69873046875,1826.0206298828125,1836.6734619140625,30031
2023-06-10,1836.498291015625,1840.3271484375,1716.9522705078125,1751.283447265625,245531
2023-06-11,1751.2330322265625,1776.563232421875,1742.48193359375,1753.2020263671875,154741
2023-06-12,1753.75732421875,1757.31103515625,1723.966552734375,1742.0521240234375,132442
2023-06-13,1742.0521240234375,1762.5560302734375,1727.578857421875,1738.86767578125,465956
2023-06-14,1738.77685546875,1747.057861328125,1623.1444091796875,1643.1522216796875,5183
2023-06-15,1643.34130859375,1676.812255859375,1625.5694580078125,1664.7596435546875,1309981
2023-06-16,1664.8433837890625,1718.5010986328125,1660.406494140625,1715.9110107421875,7930
2023-06-17,1715.856201171875,1759.2520751953125,1714.486572265625,1728.1475830078125,137866
2023-06-18,1727.8785400390625,1746.91748046875,1718.0428466796875,1720.5848388671875,182717
2023-06-19,1720.5848388671875,1745.193115234375,1705.800048828125,1735.63330078125,334385
2023-06-20,1736.8118896484375,1792.1109619140625,1714.141845703125,1791.421142578125,37133
2023-06-21,1791.3468017578125,1900.14599609375,1788.2724609375,1892.7041015625,579435
2023-06-22,1892.00341796875,1931.972412109375,1867.8870849609375,1872.509033203125,695673
2023-06-23,1872.376220703125,1905.9097900390625,1865.302734375,1890.390380859375,4083
2023-06-24,1890.96630859375,1903.1485595703125,1868.552978515625,1876.063720703125,3705
2023-06-25,1875.76806640625,1926.270263671875,1870.17236328125,1902.1109619140625,60157
2023-06-26,1902.0694580078125,1905.4842529296875,1841.4287109375,1858.8829345703125,60055
2023-06-27,1858.4378662109375,1907.7601318359375,1856.3575439453125,1889.64794921875,83979
2023-06-28,1889.802978515625,1889.802978515625,1814.2291259765625,1826.695068359375,37721
2023-06-29,1826.695068359375,1874.8077392578125,1826.695068359375,1854.0611572265625,1519934
2023-06-30,1853.538330078125,1941.5697021484375,1840.9298095703125,1933.6927490234375,127674
2023-07-01,1933.8226318359375,1943.4552001953125,1910.992919921875,1923.5667724609375,16883
2023-07-02,1923.600830078125,1958.310791015625,1896.91552734375,1938.3316650390625,26687
2023-07-03,1938.3812255859375,1974.38427734375,1938.3812255859375,1955.2347412109375,92143
2023-07-04,1955.294677734375,1966.720947265625,1933.5816650390625,1937.4239501953125,286737
2023-07-05,1937.4239501953125,1937.560546875,1897.1007080078125,1912.270751953125,383638
2023-07-06,1912.1976318359375,1955.49658203125,1851.5478515625,1851.5478515625,113105
2023-07-07,1851.4769287109375,1877.6004638671875,1834.7811279296875,1868.72998046875,112390
2023-07-08,1868.8258056640625,1870.3753662109375,1845.3792724609375,1865.6143798828125,116524
2023-07-09,1865.6143798828125,1878.892578125,1858.8817138671875,1863.675048828125,5790
2023-07-10,1863.9127197265625,1903.255859375,1852.2818603515625,1880.4703369140625,16432
2023-07-11,1880.4703369140625,1889.7659912109375,1862.03173828125,1873.535400390625,178490
2023-07-12,1873.4378662109375,1900.7713623046875,1867.474365234375,1869.5008544921875,86340
2023-07-13,1869.4674072265625,2008.1380615234375,1862.746826171875,2007.2744140625,389715
2023-07-14,2007.2021484375,2022.070068359375,1901.7412109375,1937.3927001953125,120476
2023-07-15,1938.572509765625,1947.08837890625,1923.9453125,1930.1529541015625,40912
2023-07-16,1930.26220703125,1944.395263671875,1913.7086181640625,1925.57470703125,52995
2023-07-17,1925.5657958984375,1936.5140380859375,1880.51220703125,1912.1715087890625,81587
2023-07-18,1911.54052734375,1916.4521484375,1882.8294677734375,1896.95849609375,9589
2023-07-19,1896.68408203125,1918.60498046875,1887.31982421875,1890.95654296875,48948
2023-07-20,1891.1392822265625,1928.684814453125,1877.502685546875,1892.8062744140625,211064
2023-07-21,1892.659912109375,1902.2093505859375,1862.455810546875,1898.4754638671875,349536
2023-07-22,1898.0963134765625,1900.7578125,1855.9857177734375,1865.3023681640625,275715
2023-07-23,1865.4964599609375,1904.87060546875,1858.723876953125,1892.39794921875,1039351
2023-07-24,1891.5142822265625,1901.7413330078125,1838.94189453125,1857.27880859375,615848
2023-07-25,1857.4140625,1865.4508056640625,1839.03271484375,1856.3106689453125,372490
2023-07-26,1856.842529296875,1884.1212158203125,1843.99658203125,1858.8773193359375,119402
2023-07-27,1858.7427978515625,1878.7528076171875,1849.29248046875,1853.93408203125,557878
2023-07-28,1853.6717529296875,1879.83349609375,1850.7481689453125,1874.1405029296875,1083396
2023-07-29,1874.162353515625,1894.3519287109375,1864.8671875,1889.896484375,5254
2023-07-30,1890.1239013671875,1890.1239013671875,1825.5155029296875,1831.425537109375,2349350
2023-07-31,1831.2232666015625,1863.6285400390625,1830.73876953125,1842.66455078125,905798
2023-08-01,1843.02099609375,1870.4549560546875,1815.6865234375,1870.4549560546875,1797536
2023-08-02,1870.3837890625,1874.6572265625,1821.4298095703125,1837.5291748046875,62847
2023-08-03,1837.5291748046875,1853.7384033203125,1815.19384765625,1833.579833984375,1986367
2023-08-04,1833.579833984375,1847.8892822265625,1816.9735107421875,1820.4007568359375,747404
2023-08-05,1820.5894775390625,1834.608154296875,1815.2132568359375,1833.9818115234375,5283995
2023-08-06,1834.0640869140625,1834.3331298828125,1816.8458251953125,1825.6956787109375,745852
2023-08-07,1826.1583251953125,1840.3289794921875,1803.1767578125,1825.304443359375,204036
2023-08-08,1825.232421875,1868.4742431640625,1823.3848876953125,1853.7752685546875,1478453
2023-08-09,1853.5185546875,1868.0784912109375,1822.997314453125,1847.028564453125,33159
2023-08-10,1846.5084228515625,1859.0482177734375,1825.84619140625,1848.3740234375,77184
2023-08-11,1848.4022216796875,1852.6595458984375,1826.0452880859375,1845.165283203125,44751
2023-08-12,1845.2373046875,1853.017822265625,1839.53759765625,1842.7574462890625,45320
2023-08-13,1842.6201171875,1883.5074462890625,1836.69580078125,1839.739990234375,165048
2023-08-14,1839.538330078125,1852.72705078125,1836.4024658203125,1838.734375,27982
2023-08-15,1838.455322265625,1843.3326416015625,1809.3153076171875,1821.6146240234375,14339
2023-08-16,1821.1614990234375,1826.778076171875,1801.5335693359375,1805.9373779296875,256010
2023-08-17,1805.530029296875,1805.960205078125,1569.5418701171875,1684.2410888671875,3439420
2023-08-18,1684.2410888671875,1696.5103759765625,1643.450927734375,1657.261474609375,684749
2023-08-19,1657.546875,1688.591552734375,1638.6024169921875,1670.44189453125,130612
2023-08-20,1670.662109375,1691.990234375,1662.9593505859375,1684.90087890625,24145
2023-08-21,1684.9796142578125,1688.6021728515625,1652.8214111328125,1664.9921875,3647
2023-08-22,1665.2677001953125,1665.2677001953125,1585.8734130859375,1628.3095703125,170929
2023-08-23,1628.3095703125,1689.657470703125,1619.4525146484375,1672.019775390625,62156
2023-08-24,1672.2392578125,1676.7642822265625,1641.064453125,1658.2930908203125,300289
